Sexo;Ciclo;Habilidades TIC;Total
Mujeres;01 - AGRARIA;No usuario de las TIC;0,0
Mujeres;Técnico superior en gestión forestal y del medio natural;Total;100,0
Mujeres;Técnico superior en gestión forestal y del medio natural;Usuario experto;12,7
Mujeres;Técnico superior en gestión forestal y del medio natural;Usuario de nivel avanzado;65,0
Mujeres;Técnico superior en gestión forestal y del medio natural;Usuario de nivel básico;22,3
Mujeres;Técnico superior en gestión forestal y del medio natural;No usuario de las TIC;0,0
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Total;100,0
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Usuario experto;10,3
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Usuario de nivel avanzado;63,9
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;Usuario de nivel básico;25,8
Mujeres;TS en paisajismo y medio rural y TS Gestión y organización de empresas agropecuarias;No usuario de las TIC;0,0
Mujeres;02 - MARÍTIMO-PESQUERA;Total;100,0
Mujeres;02 - MARÍTIMO-PESQUERA;Usuario experto;21,1
Mujeres;02 - MARÍTIMO-PESQUERA;Usuario de nivel avanzado;62,0
Mujeres;02 - MARÍTIMO-PESQUERA;Usuario de nivel básico;17,0
Mujeres;02 - MARÍTIMO-PESQUERA;No usuario de las TIC;0,0
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Total;100,0
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Usuario experto;6,0
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Usuario de nivel avanzado;78,4
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;Usuario de nivel básico;15,6
Mujeres;03 - INDUSTRIAS ALIMENTARIAS;No usuario de las TIC;0,0
Mujeres;04 - QUÍMICA;Total;100,0
Mujeres;04 - QUÍMICA;Usuario experto;7,5
Mujeres;04 - QUÍMICA;Usuario de nivel avanzado;72,7
Mujeres;04 - QUÍMICA;Usuario de nivel básico;19,8
Mujeres;04 - QUÍMICA;No usuario de las TIC;0,0
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Total;100,0
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Usuario experto;4,7
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Usuario de nivel avanzado;75,2
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;Usuario de nivel básico;20,1
Mujeres;Técnico superior en laboratorio de análisis y de control de calidad;No usuario de las TIC;0,0
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Total;100,0
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Usuario experto;18,0
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Usuario de nivel avanzado;63,4
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;Usuario de nivel básico;18,5
Mujeres;Técnico superior en química industrial Fabricación de Productos Farmaceuticos e Industrias de proceso de pasta y papel;No usuario de las TIC;0,0
Mujeres;05 - IMAGEN PERSONAL;Total;100,0
Mujeres;05 - IMAGEN PERSONAL;Usuario experto;6,3
Mujeres;05 - IMAGEN PERSONAL;Usuario de nivel avanzado;63,7
Mujeres;05 - IMAGEN PERSONAL;Usuario de nivel básico;30,1
Mujeres;05 - IMAGEN PERSONAL;No usuario de las TIC;0,0
Mujeres;Técnico superior en estética integral y bienestar;Total;100,0
Mujeres;Técnico superior en estética integral y bienestar;Usuario experto;3,5
Mujeres;Técnico superior en estética integral y bienestar;Usuario de nivel avanzado;63,5
Mujeres;Técnico superior en estética integral y bienestar;Usuario de nivel básico;33,0
Mujeres;Técnico superior en estética integral y bienestar;No usuario de las TIC;0,0
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Total;100,0
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Usuario experto;11,9
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Usuario de nivel avanzado;63,9
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;Usuario de nivel básico;24,1
Mujeres;TS en estilismo y dirección de peluquería y TS en asesoría de imagen personal y corporativa;No usuario de las TIC;0,0
Mujeres;06 - SANIDAD;Total;100,0
Mujeres;06 - SANIDAD;Usuario experto;6,4
Mujeres;06 - SANIDAD;Usuario de nivel avanzado;65,1
Mujeres;06 - SANIDAD;Usuario de nivel básico;28,5
Mujeres;06 - SANIDAD;No usuario de las TIC;0,0
Mujeres;Técnico superior en audiología protésica;Total;100,0
Mujeres;Técnico superior en audiología protésica;Usuario experto;15,0
Mujeres;Técnico superior en audiología protésica;Usuario de nivel avanzado;67,9
Mujeres;Técnico superior en audiología protésica;Usuario de nivel básico;17,1
Mujeres;Técnico superior en audiología protésica;No usuario de las TIC;0,0
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Total;100,0
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Usuario experto;6,5
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Usuario de nivel avanzado;64,6
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;Usuario de nivel básico;29,0
Mujeres;Técnico superior en prótesis dentales Higiene bucodental;No usuario de las TIC;0,0
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Total;100,0
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Usuario experto;8,2
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Usuario de nivel avanzado;71,5
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;Usuario de nivel básico;20,3
Mujeres;Imagen para el diagnóstico y medicina nuclear Radioterapia y dosimetría;No usuario de las TIC;0,0
Mujeres;Otros ciclos de Sanidad;Total;100,0
Mujeres;Otros ciclos de Sanidad;Usuario experto;5,2
Mujeres;Otros ciclos de Sanidad;Usuario de nivel avanzado;62,8
Mujeres;Otros ciclos de Sanidad;Usuario de nivel básico;32,0
Mujeres;Otros ciclos de Sanidad;No usuario de las TIC;0,0
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Total;100,0
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Usuario experto;8,4
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Usuario de nivel avanzado;75,4
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;Usuario de nivel básico;16,2
Mujeres;07 - SEGURIDAD Y MEDIO AMBIENTE;No usuario de las TIC;0,0
Mujeres;08 - FABRICACIÓN MECÁNICA;Total;100,0
Mujeres;08 - FABRICACIÓN MECÁNICA;Usuario experto;12,2
Mujeres;08 - FABRICACIÓN MECÁNICA;Usuario de nivel avanzado;62,7
Mujeres;08 - FABRICACIÓN MECÁNICA;Usuario de nivel básico;25,1
Mujeres;08 - FABRICACIÓN MECÁNICA;No usuario de las TIC;0,0
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Total;100,0
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Usuario experto;5,9
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Usuario de nivel avanzado;20,3
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;Usuario de nivel básico;73,8
Mujeres;Técnico superior en programación de la producción en fabricación mecánica;No usuario de las TIC;0,0
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Total;100,0
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Usuario experto;14,3
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Usuario de nivel avanzado;76,5
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;Usuario de nivel básico;9,2
Mujeres;TS en construcciones metálicas TS en diseño en fabricación mecánica Programación de la producción en moldeo de metales y polímeros y Óptica de anteojería;No usuario de las TIC;0,0
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Total;100,0
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Usuario experto;12,3
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Usuario de nivel avanzado;66,3
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;Usuario de nivel básico;21,4
Mujeres;09 - INSTALACIÓN Y MANTENIMIENTO;No usuario de las TIC;0,0
Mujeres;Técnico superior en mecatrónica industrial;Total;100,0
Mujeres;Técnico superior en mecatrónica industrial;Usuario experto;10,1
Mujeres;Técnico superior en mecatrónica industrial;Usuario de nivel avanzado;65,9
Mujeres;Técnico superior en mecatrónica industrial;Usuario de nivel básico;24,0
Mujeres;Técnico superior en mecatrónica industrial;No usuario de las TIC;0,0
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Total;100,0
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Usuario experto;19,0
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Usuario de nivel avanzado;67,7
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;Usuario de nivel básico;13,3
Mujeres;TS en desarrollo de proyectos de instalaciones térmicas y de fluidos y TS en mantenimiento de instalaciones térmicas y de fluidos;No usuario de las TIC;0,0
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Total;100,0
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Usuario experto;43,2
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Usuario de nivel avanzado;52,8
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;Usuario de nivel básico;4,0
Mujeres;10 - ELECTRICIDAD Y ELECTRÓNICA;No usuario de las TIC;0,0
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Total;100,0
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Usuario experto;19,3
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Usuario de nivel avanzado;73,5
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;Usuario de nivel básico;7,2
Mujeres;Técnico superior en sistemas electrotécnicos y automatizados;No usuario de las TIC;0,0
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Total;100,0
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Usuario experto;54,8
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Usuario de nivel avanzado;41,7
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;Usuario de nivel básico;3,5
Mujeres;Técnico superior en sistemas de telecomunicaciones e informáticos;No usuario de las TIC;0,0
Mujeres;Técnico superior en mantenimiento electrónico;Total;100,0
Mujeres;Técnico superior en mantenimiento electrónico;Usuario experto;34,9
Mujeres;Técnico superior en mantenimiento electrónico;Usuario de nivel avanzado;61,7
Mujeres;Técnico superior en mantenimiento electrónico;Usuario de nivel básico;3,5
Mujeres;Técnico superior en mantenimiento electrónico;No usuario de las TIC;0,0
Mujeres;Técnico superior en automatización y robótica industrial;Total;100,0
Mujeres;Técnico superior en automatización y robótica industrial;Usuario experto;37,1
Mujeres;Técnico superior en automatización y robótica industrial;Usuario de nivel avanzado;60,4
Mujeres;Técnico superior en automatización y robótica industrial;Usuario de nivel básico;2,4
Mujeres;Técnico superior en automatización y robótica industrial;No usuario de las TIC;0,0
Mujeres;11 - ENERGÍA Y AGUA;Total;100,0
Mujeres;11 - ENERGÍA Y AGUA;Usuario experto;23,9
Mujeres;11 - ENERGÍA Y AGUA;Usuario de nivel avanzado;74,3
Mujeres;11 - ENERGÍA Y AGUA;Usuario de nivel básico;1,8
Mujeres;11 - ENERGÍA Y AGUA;No usuario de las TIC;0,0
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Total;100,0
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Usuario experto;9,3
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Usuario de nivel avanzado;56,6
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;Usuario de nivel básico;34,1
Mujeres;12 - TRANSPORTE Y MANTENIMIENTO DE VEHÍCULOS;No usuario de las TIC;0,0
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Total;100,0
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Usuario experto;14,4
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Usuario de nivel avanzado;79,1
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;Usuario de nivel básico;6,5
Mujeres;14 - EDIFICACIÓN Y OBRA CIVIL;No usuario de las TIC;0,0
Mujeres;Técnico superior en proyectos de edificación;Total;100,0
Mujeres;Técnico superior en proyectos de edificación;Usuario experto;13,8
Mujeres;Técnico superior en proyectos de edificación;Usuario de nivel avanzado;79,8
Mujeres;Técnico superior en proyectos de edificación;Usuario de nivel básico;6,4
Mujeres;Técnico superior en proyectos de edificación;No usuario de las TIC;0,0
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Total;100,0
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Usuario experto;15,6
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Usuario de nivel avanzado;77,5
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;Usuario de nivel básico;6,8
Mujeres;Técnico superior en proyectos de obra civil Y Organización y control de obras de construcción;No usuario de las TIC;0,0
Mujeres;18 - ARTES GRÁFICAS;Total;100,0
Mujeres;18 - ARTES GRÁFICAS;Usuario experto;16,1
Mujeres;18 - ARTES GRÁFICAS;Usuario de nivel avanzado;77,4
Mujeres;18 - ARTES GRÁFICAS;Usuario de nivel básico;6,5
Mujeres;18 - ARTES GRÁFICAS;No usuario de las TIC;0,0
Mujeres;19 - IMAGEN Y SONIDO;Total;100,0
Mujeres;19 - IMAGEN Y SONIDO;Usuario experto;16,5
Mujeres;19 - IMAGEN Y SONIDO;Usuario de nivel avanzado;71,6
Mujeres;19 - IMAGEN Y SONIDO;Usuario de nivel básico;11,9
Mujeres;19 - IMAGEN Y SONIDO;No usuario de las TIC;0,0
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Total;100,0
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Usuario experto;32,0
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Usuario de nivel avanzado;63,6
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;Usuario de nivel básico;4,4
Mujeres;Técnico superior en sonido para audiovisuales y espectáculos;No usuario de las TIC;0,0
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Total;100,0
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Usuario experto;18,6
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Usuario de nivel avanzado;71,4
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;Usuario de nivel básico;10,0
Mujeres;Técnico superior en Producción de audiovisuales y espectáculos;No usuario de las TIC;0,0
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Total;100,0
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Usuario experto;19,5
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Usuario de nivel avanzado;72,7
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;Usuario de nivel básico;7,9
Mujeres;Técnico superior en realización de proyectos de audiovisuales y espectáculos;No usuario de las TIC;0,0
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Total;100,0
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Usuario experto;11,6
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Usuario de nivel avanzado;71,7
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;Usuario de nivel básico;16,7
Mujeres;TS en animaciones 3D, juegos y entornos interactivos y TS en iluminación, captación y tratamiento de Imagen;No usuario de las TIC;0,0
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Total;100,0
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Usuario experto;82,1
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Usuario de nivel avanzado;16,9
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;Usuario de nivel básico;1,0
Mujeres;20 - INFORMÁTICA Y COMUNICACIONES;No usuario de las TIC;0,0
Mujeres;Técnico superior en administración de sistemas informáticos en red;Total;100,0
Mujeres;Técnico superior en administración de sistemas informáticos en red;Usuario experto;79,3
Mujeres;Técnico superior en administración de sistemas informáticos en red;Usuario de nivel avanzado;19,3
Mujeres;Técnico superior en administración de sistemas informáticos en red;Usuario de nivel básico;1,4
Mujeres;Técnico superior en administración de sistemas informáticos en red;No usuario de las TIC;0,0
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Total;100,0
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Usuario experto;80,7
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Usuario de nivel avanzado;18,1
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;Usuario de nivel básico;1,2
Mujeres;Técnico superior en desarrollo de aplicaciones multiplataforma;No usuario de las TIC;0,0
Mujeres;Técnico superior en desarrollo de aplicaciones web;Total;100,0
Mujeres;Técnico superior en desarrollo de aplicaciones web;Usuario experto;89,5
Mujeres;Técnico superior en desarrollo de aplicaciones web;Usuario de nivel avanzado;10,5
Mujeres;Técnico superior en desarrollo de aplicaciones web;Usuario de nivel básico;0,0
Mujeres;Técnico superior en desarrollo de aplicaciones web;No usuario de las TIC;0,0
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Total;100,0
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Usuario experto;20,7
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Usuario de nivel avanzado;69,0
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;Usuario de nivel básico;10,2
Mujeres;21 - ADMINISTRACIÓN Y GESTIÓN;No usuario de las TIC;0,0
Mujeres;Técnico superior en asistencia a la dirección;Total;100,0
Mujeres;Técnico superior en asistencia a la dirección;Usuario experto;10,1
Mujeres;Técnico superior en asistencia a la dirección;Usuario de nivel avanzado;81,7
Mujeres;Técnico superior en asistencia a la dirección;Usuario de nivel básico;8,2
Mujeres;Técnico superior en asistencia a la dirección;No usuario de las TIC;0,0
Mujeres;Técnico superior en administración y finanzas;Total;100,0
Mujeres;Técnico superior en administración y finanzas;Usuario experto;23,1
Mujeres;Técnico superior en administración y finanzas;Usuario de nivel avanzado;66,2
Mujeres;Técnico superior en administración y finanzas;Usuario de nivel básico;10,7
Mujeres;Técnico superior en administración y finanzas;No usuario de las TIC;0,0
Mujeres;22 - COMERCIO Y MARKETING;Total;100,0
Mujeres;22 - COMERCIO Y MARKETING;Usuario experto;12,1
Mujeres;22 - COMERCIO Y MARKETING;Usuario de nivel avanzado;76,8
Mujeres;22 - COMERCIO Y MARKETING;Usuario de nivel básico;11,0
Mujeres;22 - COMERCIO Y MARKETING;No usuario de las TIC;0,0
Mujeres;Técnico superior en comercio internacional;Total;100,0
Mujeres;Técnico superior en comercio internacional;Usuario experto;6,6
Mujeres;Técnico superior en comercio internacional;Usuario de nivel avanzado;83,5
Mujeres;Técnico superior en comercio internacional;Usuario de nivel básico;9,9
Mujeres;Técnico superior en comercio internacional;No usuario de las TIC;0,0
Mujeres;Técnico superior en transporte y logística;Total;100,0
Mujeres;Técnico superior en transporte y logística;Usuario experto;15,0
Mujeres;Técnico superior en transporte y logística;Usuario de nivel avanzado;70,1
Mujeres;Técnico superior en transporte y logística;Usuario de nivel básico;14,9
Mujeres;Técnico superior en transporte y logística;No usuario de las TIC;0,0
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Total;100,0
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Usuario experto;14,0
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Usuario de nivel avanzado;75,0
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;Usuario de nivel básico;11,0
Mujeres;TS en gestión de ventas y espacios comerciales TS en marketing y publicidad y Servicios al consumidor;No usuario de las TIC;0,0
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Total;100,0
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Usuario experto;5,4
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Usuario de nivel avanzado;69,9
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;Usuario de nivel básico;24,6
Mujeres;23 - SERVICIOS SOCIOCULTURALES Y A LA COMUNIDAD;No usuario de las TIC;0,0
Mujeres;Técnico superior en educación infantil;Total;100,0
Mujeres;Técnico superior en educación infantil;Usuario experto;5,2
Mujeres;Técnico superior en educación infantil;Usuario de nivel avanzado;71,1
Mujeres;Técnico superior en educación infantil;Usuario de nivel básico;23,7
Mujeres;Técnico superior en educación infantil;No usuario de las TIC;0,0
Mujeres;Técnico superior en animación sociocultural y turística;Total;100,0
Mujeres;Técnico superior en animación sociocultural y turística;Usuario experto;9,1
Mujeres;Técnico superior en animación sociocultural y turística;Usuario de nivel avanzado;69,8
Mujeres;Técnico superior en animación sociocultural y turística;Usuario de nivel básico;21,1
Mujeres;Técnico superior en animación sociocultural y turística;No usuario de las TIC;0,0
Mujeres;Técnico superior en integración social;Total;100,0
Mujeres;Técnico superior en integración social;Usuario experto;5,1
Mujeres;Técnico superior en integración social;Usuario de nivel avanzado;65,3
Mujeres;Técnico superior en integración social;Usuario de nivel básico;29,7
Mujeres;Técnico superior en integración social;No usuario de las TIC;0,0
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Total;100,0
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Usuario experto;3,5
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Usuario de nivel avanzado;75,6
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;Usuario de nivel básico;21,0
Mujeres;Técnico superior en promoción de igualdad de género Interpretación de Lenguajes de Signos;No usuario de las TIC;0,0
Mujeres;24 - HOSTELERÍA Y TURISMO;Total;100,0
Mujeres;24 - HOSTELERÍA Y TURISMO;Usuario experto;8,7
Mujeres;24 - HOSTELERÍA Y TURISMO;Usuario de nivel avanzado;65,4
Mujeres;24 - HOSTELERÍA Y TURISMO;Usuario de nivel básico;25,9
Mujeres;24 - HOSTELERÍA Y TURISMO;No usuario de las TIC;0,0
Mujeres;Técnico superior en gestión de alojamientos turísticos;Total;100,0
Mujeres;Técnico superior en gestión de alojamientos turísticos;Usuario experto;14,1
Mujeres;Técnico superior en gestión de alojamientos turísticos;Usuario de nivel avanzado;58,0
Mujeres;Técnico superior en gestión de alojamientos turísticos;Usuario de nivel básico;28,0
Mujeres;Técnico superior en gestión de alojamientos turísticos;No usuario de las TIC;0,0
Mujeres;Técnico superior en guía, información y asistencias turísticas;Total;100,0
Mujeres;Técnico superior en guía, información y asistencias turísticas;Usuario experto;7,9
Mujeres;Técnico superior en guía, información y asistencias turísticas;Usuario de nivel avanzado;76,3
Mujeres;Técnico superior en guía, información y asistencias turísticas;Usuario de nivel básico;15,7
Mujeres;Técnico superior en guía, información y asistencias turísticas;No usuario de las TIC;0,0
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Total;100,0
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Usuario experto;5,4
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Usuario de nivel avanzado;77,6
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;Usuario de nivel básico;17,0
Mujeres;Técnico superior en agencias de viajes y gestión de eventos;No usuario de las TIC;0,0
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Total;100,0
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Usuario experto;7,2
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Usuario de nivel avanzado;45,7
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;Usuario de nivel básico;47,1
Mujeres;TS en dirección de cocina y TS en dirección de servicios de restauración;No usuario de las TIC;0,0
Mujeres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Total;100,0
Mujeres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Usuario experto;4,9
Mujeres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Usuario de nivel avanzado;73,0
Mujeres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;Usuario de nivel básico;22,1
Mujeres;25 - ACTIVIDADES FÍSICAS Y DEPORTIVAS;No usuario de las TIC;0,0
Mujeres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Total;100,0
Mujeres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Usuario experto;8,7
Mujeres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Usuario de nivel avanzado;71,2
Mujeres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;Usuario de nivel básico;20,1
Mujeres;15 - VIDRIO Y CERÁMICA 16 - MADERA, MUEBLE Y CORCHO 17 - TEXTIL, CONFECCIÓN Y PIEL 26 - ARTES Y ARTESANÍAS;No usuario de las TIC;0,0
